flightNumber,origin,destination,distance,duration,model,speed,MaxCapa
4053,JFK,LAX,2472,392,738,400,160
6376,JFK,LAX,2472,401,321,400,181
8152,JFK,LAX,2472,400,321,400,181
119,JFK,DFW,1390,228,757,380,176
7869,JFK,DFW,1390,231,757,380,176
7415,JFK,DFW,1390,213,738,400,160
3039,JFK,DFW,1390,213,321,400,181
987,JFK,DFW,1390,231,757,380,176
8222,JFK,DFW,1390,218,321,400,181
3634,JFK,DFW,1390,210,738,400,160
9539,JFK,DFW,1390,217,321,400,181
2771,JFK,DFW,1390,222,757,380,176
6636,JFK,DFW,1390,213,738,400,160
8707,LAX,ORD,1743,279,757,380,176
7688,LAX,ORD,1743,265,738,400,160
2596,LAX,ORD,1743,295,757,380,176
261,LAX,ORD,1743,283,321,400,181
371,LAX,ORD,1743,271,738,400,160
5780,LAX,ORD,1743,290,757,380,176
995,LAX,ORD,1743,276,757,380,176
496,LAX,ORD,1743,271,738,400,160
4377,LAX,ORD,1743,275,757,380,176
4748,LAX,ORD,1743,274,321,400,181
6326,LAX,JFK,2472,390,321,400,181
2786,LAX,JFK,2472,388,738,400,160
9866,LAX,JFK,2472,429,757,380,176
9168,LAX,JFK,2472,407,738,400,160
888,LAX,JFK,2472,383,738,400,160
209,LAX,JFK,2472,377,738,400,160
8968,LAX,JFK,2472,398,757,380,176
6832,LAX,JFK,2472,384,321,400,181
138,LAX,JFK,2472,405,321,400,181
2602,LAX,JFK,2472,383,738,400,160
9304,LAX,JFK,2472,390,738,400,160
6380,LAX,JFK,2472,391,757,380,176
7534,LAX,JFK,2472,383,321,400,181
9295,LAX,JFK,2472,390,738,400,160
5822,LAX,JFK,2472,425,757,380,176
3602,LAX,DFW,1234,197,321,400,181
4765,LAX,DFW,1234,194,738,400,160
6953,LAX,DFW,1234,205,757,380,176
6953,LAX,DFW,1234,195,321,400,181
6608,LAX,DFW,1234,200,757,380,176
1965,LAX,DFW,1234,185,738,400,160
9978,ORD,LAX,1743,275,757,380,176
9161,ORD,LAX,1743,268,321,400,181
7069,ORD,LAX,1743,285,738,400,160
794,ORD,LAX,1743,290,757,380,176
925,ORD,LAX,1743,265,321,400,181
7629,ORD,LAX,1743,263,738,400,160
844,ORD,LAX,1743,279,757,380,176
7476,ORD,LAX,1743,296,757,380,176
6352,ORD,LAX,1743,272,321,400,181
2322,ORD,LAX,1743,296,757,380,176
5531,ORD,LAX,1743,287,757,380,176
5511,ORD,JFK,739,125,757,380,176
3736,ORD,JFK,739,121,321,400,181
7327,ORD,JFK,739,114,738,400,160
3161,ORD,JFK,739,114,738,400,160
1811,ORD,JFK,739,127,757,380,176
7708,ORD,JFK,739,118,738,400,160
462,ORD,JFK,739,114,738,400,160
9205,ORD,JFK,739,117,738,400,160
7864,ORD,JFK,739,118,757,380,176
4739,ORD,JFK,739,121,738,400,160
7016,ORD,JFK,739,121,738,400,160
6697,ORD,JFK,739,117,757,380,176
2076,ORD,DFW,802,129,738,400,160
6446,ORD,DFW,802,127,757,380,176
3797,ORD,DFW,802,127,738,400,160
5773,ORD,DFW,802,132,757,380,176
7450,ORD,DFW,802,130,321,400,181
2576,ORD,DFW,802,126,757,380,176
6992,ORD,DFW,802,123,321,400,181
3982,ORD,DFW,802,129,757,380,176
2247,ORD,DFW,802,136,757,380,176
358,ORD,DFW,802,122,738,400,160
5574,ORD,DFW,802,124,738,400,160
6056,DFW,ORD,802,123,321,400,181
8399,DFW,ORD,802,120,321,400,181
6823,DFW,ORD,802,126,757,380,176
150,DFW,ORD,802,127,321,400,181
3055,DFW,ORD,802,126,321,400,181
1245,DFW,ORD,802,128,321,400,181
2625,DFW,ORD,802,122,738,400,160
7213,DFW,ORD,802,128,321,400,181
7767,DFW,ORD,802,126,321,400,181
9338,DFW,ORD,802,121,738,400,160
7258,DFW,ORD,802,129,757,380,176
6641,DFW,ORD,802,121,738,400,160
8025,DFW,ORD,802,128,757,380,176
2045,DFW,LAX,1234,185,738,400,160
4964,DFW,LAX,1234,194,321,400,181
4314,DFW,LAX,1234,200,738,400,160
3037,DFW,LAX,1234,190,738,400,160
802,DFW,LAX,1234,193,738,400,160
4023,DFW,LAX,1234,188,321,400,181
8037,DFW,LAX,1234,202,757,380,176
3782,DFW,LAX,1234,198,321,400,181
7487,DFW,LAX,1234,208,757,380,176
1790,DFW,JFK,1390,222,321,400,181
4987,DFW,JFK,1390,233,757,380,176
7303,DFW,JFK,1390,212,321,400,181
7216,DFW,JFK,1390,226,757,380,176
3983,DFW,JFK,1390,226,757,380,176
5680,DFW,JFK,1390,220,321,400,181
3395,DFW,JFK,1390,224,757,380,176
142,DFW,JFK,1390,220,738,400,160
7175,DFW,JFK,1390,223,757,380,176
764,DFW,JFK,1390,212,738,400,160
822,JFK,ORD,739,119,757,380,176
3016,JFK,ORD,739,118,757,380,176
2196,JFK,ORD,739,114,738,400,160
2252,JFK,ORD,739,112,321,400,181
5897,JFK,ORD,739,117,321,400,181
760,JFK,ORD,739,119,321,400,181
3518,JFK,ORD,739,126,757,380,176
3775,JFK,ORD,739,111,738,400,160
9112,JFK,ORD,739,118,738,400,160
9297,JFK,ORD,739,125,757,380,176
7004,JFK,ORD,739,119,757,380,176
7607,JFK,ORD,739,119,738,400,160
9129,JFK,ORD,739,124,757,380,176
5546,JFK,ORD,739,112,321,400,181
1224,JFK,LAX,2472,424,757,380,176
856,JFK,LAX,2472,376,738,400,160
3889,JFK,LAX,2472,388,321,400,181
1276,JFK,LAX,2472,400,738,400,160
9544,JFK,LAX,2472,384,738,400,160
8133,JFK,LAX,2472,396,757,380,176
7608,JFK,DFW,1390,226,757,380,176
505,JFK,DFW,1390,219,738,400,160
6740,JFK,DFW,1390,225,321,400,181
1123,JFK,DFW,1390,217,321,400,181
4681,JFK,DFW,1390,212,321,400,181
9689,JFK,DFW,1390,212,738,400,160
3215,JFK,DFW,1390,228,738,400,160
6768,JFK,DFW,1390,222,757,380,176
365,JFK,DFW,1390,227,757,380,176
3202,JFK,DFW,1390,208,321,400,181
3188,LAX,ORD,1743,261,738,400,160
6208,LAX,ORD,1743,277,738,400,160
5476,LAX,ORD,1743,293,757,380,176
6909,LAX,ORD,1743,266,738,400,160
8103,LAX,ORD,1743,276,321,400,181
9532,LAX,ORD,1743,287,757,380,176
7147,LAX,ORD,1743,291,757,380,176
9042,LAX,ORD,1743,282,757,380,176
1408,LAX,ORD,1743,293,757,380,176
6487,LAX,ORD,1743,272,321,400,181
1645,LAX,ORD,1743,294,757,380,176
1070,LAX,ORD,1743,276,321,400,181
2218,LAX,JFK,2472,381,321,400,181
5889,LAX,JFK,2472,402,321,400,181
4183,LAX,JFK,2472,371,738,400,160
6841,LAX,JFK,2472,395,757,380,176
2514,LAX,JFK,2472,392,738,400,160
2286,LAX,JFK,2472,379,321,400,181
4338,LAX,JFK,2472,423,757,380,176
5638,LAX,JFK,2472,403,757,380,176
7301,LAX,JFK,2472,391,757,380,176
1118,LAX,JFK,2472,384,738,400,160
5690,LAX,JFK,2472,405,757,380,176
7971,LAX,DFW,1234,190,321,400,181
1587,LAX,DFW,1234,198,321,400,181
2530,LAX,DFW,1234,199,321,400,181
4690,LAX,DFW,1234,212,757,380,176
4678,LAX,DFW,1234,200,757,380,176
1292,LAX,DFW,1234,206,757,380,176
4233,LAX,DFW,1234,203,321,400,181
1312,LAX,DFW,1234,200,738,400,160
6223,LAX,DFW,1234,193,321,400,181
1645,LAX,DFW,1234,204,757,380,176
8019,LAX,DFW,1234,194,757,380,176
3982,LAX,DFW,1234,193,321,400,181
6798,ORD,LAX,1743,276,738,400,160
1130,ORD,LAX,1743,287,738,400,160
2856,ORD,LAX,1743,275,321,400,181
7305,ORD,LAX,1743,275,321,400,181
3105,ORD,LAX,1743,280,321,400,181
8032,ORD,LAX,1743,278,738,400,160
5316,ORD,LAX,1743,294,757,380,176
6833,ORD,LAX,1743,275,757,380,176
81,ORD,LAX,1743,266,321,400,181
7079,ORD,LAX,1743,282,757,380,176
4686,ORD,LAX,1743,277,757,380,176
1541,ORD,JFK,739,120,757,380,176
3988,ORD,JFK,739,116,321,400,181
4370,ORD,JFK,739,118,738,400,160
733,ORD,JFK,739,117,321,400,181
4810,ORD,JFK,739,112,321,400,181
3636,ORD,JFK,739,112,321,400,181
8682,ORD,JFK,739,113,738,400,160
6567,ORD,JFK,739,118,321,400,181
5867,ORD,JFK,739,124,757,380,176
8762,ORD,JFK,739,118,321,400,181
6286,ORD,JFK,739,118,321,400,181
4239,ORD,JFK,739,114,321,400,181
7033,ORD,JFK,739,124,757,380,176
9873,ORD,JFK,739,115,738,400,160
1369,ORD,JFK,739,118,738,400,160
5703,ORD,JFK,739,117,321,400,181
7575,ORD,DFW,802,135,757,380,176
5343,ORD,DFW,802,133,757,380,176
2140,ORD,DFW,802,125,321,400,181
5050,ORD,DFW,802,130,321,400,181
174,ORD,DFW,802,130,757,380,176
6335,ORD,DFW,802,127,757,380,176
6078,ORD,DFW,802,127,738,400,160
2618,ORD,DFW,802,137,757,380,176
6139,ORD,DFW,802,134,757,380,176
3442,ORD,DFW,802,123,738,400,160
6632,ORD,DFW,802,136,757,380,176
8592,DFW,ORD,802,128,757,380,176
5748,DFW,ORD,802,138,757,380,176
6409,DFW,ORD,802,132,757,380,176
169,DFW,ORD,802,125,321,400,181
2102,DFW,ORD,802,130,738,400,160
350,DFW,ORD,802,124,738,400,160
4294,DFW,ORD,802,131,757,380,176
2943,DFW,LAX,1234,199,738,400,160
175,DFW,LAX,1234,201,321,400,181
9539,DFW,LAX,1234,196,757,380,176
5509,DFW,LAX,1234,192,321,400,181
7470,DFW,LAX,1234,197,757,380,176
8725,DFW,LAX,1234,196,738,400,160
4616,DFW,LAX,1234,205,757,380,176
3147,DFW,JFK,1390,222,738,400,160
1687,DFW,JFK,1390,225,738,400,160
1795,DFW,JFK,1390,214,738,400,160
7396,DFW,JFK,1390,226,757,380,176
5606,DFW,JFK,1390,228,738,400,160
1156,DFW,JFK,1390,228,757,380,176
6207,DFW,JFK,1390,209,321,400,181
241,DFW,JFK,1390,213,321,400,181
7806,DFW,JFK,1390,235,757,380,176
5630,JFK,ORD,739,115,738,400,160
7542,JFK,ORD,739,115,738,400,160
9457,JFK,ORD,739,111,321,400,181
6675,JFK,ORD,739,116,757,380,176
6413,JFK,ORD,739,117,757,380,176
8055,JFK,ORD,739,124,757,380,176
9271,JFK,ORD,739,120,757,380,176
5813,JFK,ORD,739,115,321,400,181
5445,JFK,ORD,739,120,757,380,176
4281,JFK,ORD,739,119,757,380,176
8249,JFK,ORD,739,120,321,400,181
4127,JFK,LAX,2472,401,738,400,160
6011,JFK,LAX,2472,395,757,380,176
9760,JFK,LAX,2472,383,738,400,160
3581,JFK,LAX,2472,370,738,400,160
4910,JFK,LAX,2472,382,321,400,181
9686,JFK,LAX,2472,375,321,400,181
4462,JFK,LAX,2472,373,321,400,181
4576,JFK,LAX,2472,397,757,380,176
1064,JFK,LAX,2472,378,321,400,181
3061,JFK,LAX,2472,390,757,380,176
3544,JFK,LAX,2472,371,321,400,181
6888,JFK,LAX,2472,390,757,380,176
9323,JFK,LAX,2472,374,738,400,160
6944,JFK,LAX,2472,384,321,400,181
4914,JFK,LAX,2472,391,321,400,181
518,JFK,LAX,2472,423,757,380,176
9219,JFK,DFW,1390,209,738,400,160
9870,JFK,DFW,1390,217,738,400,160
5899,JFK,DFW,1390,214,738,400,160
6647,JFK,DFW,1390,239,757,380,176
3783,JFK,DFW,1390,230,757,380,176
897,JFK,DFW,1390,235,757,380,176
8461,JFK,DFW,1390,226,757,380,176
9395,JFK,DFW,1390,211,321,400,181
8881,JFK,DFW,1390,218,321,400,181
1846,JFK,DFW,1390,216,321,400,181
380,JFK,DFW,1390,213,738,400,160
5441,JFK,DFW,1390,220,321,400,181
6431,JFK,DFW,1390,211,738,400,160
4234,JFK,DFW,1390,227,757,380,176
3334,JFK,DFW,1390,220,321,400,181
8448,JFK,DFW,1390,215,321,400,181
2059,LAX,ORD,1743,282,757,380,176
5112,LAX,ORD,1743,297,757,380,176
8691,LAX,ORD,1743,296,757,380,176
3882,LAX,ORD,1743,279,738,400,160
94,LAX,ORD,1743,279,757,380,176
9590,LAX,ORD,1743,263,738,400,160
7582,LAX,ORD,1743,283,738,400,160
2814,LAX,ORD,1743,282,738,400,160
3820,LAX,ORD,1743,261,321,400,181
525,LAX,ORD,1743,287,738,400,160
3698,LAX,ORD,1743,268,738,400,160
4222,LAX,ORD,1743,293,757,380,176
8234,LAX,ORD,1743,274,321,400,181
7826,LAX,ORD,1743,278,321,400,181
2467,LAX,ORD,1743,271,738,400,160
7981,LAX,JFK,2472,392,757,380,176
5886,LAX,JFK,2472,403,321,400,181
8561,LAX,JFK,2472,375,738,400,160
5683,LAX,JFK,2472,422,757,380,176
2691,LAX,JFK,2472,392,738,400,160
4775,LAX,JFK,2472,389,321,400,181
5375,LAX,JFK,2472,388,738,400,160
7808,LAX,JFK,2472,402,321,400,181
3707,LAX,JFK,2472,393,757,380,176
5735,LAX,DFW,1234,188,738,400,160
1944,LAX,DFW,1234,194,738,400,160
818,LAX,DFW,1234,189,321,400,181
1222,LAX,DFW,1234,213,757,380,176
7537,LAX,DFW,1234,187,321,400,181
4135,LAX,DFW,1234,190,738,400,160
5173,LAX,DFW,1234,192,738,400,160
8505,LAX,DFW,1234,194,321,400,181
1936,LAX,DFW,1234,201,321,400,181
6317,LAX,DFW,1234,193,321,400,181
6484,LAX,DFW,1234,185,321,400,181
4890,ORD,LAX,1743,263,738,400,160
6925,ORD,LAX,1743,270,321,400,181
2253,ORD,LAX,1743,272,738,400,160
4732,ORD,LAX,1743,272,321,400,181
7345,ORD,LAX,1743,280,321,400,181
5527,ORD,LAX,1743,269,321,400,181
6876,ORD,LAX,1743,281,321,400,181
7943,ORD,LAX,1743,299,757,380,176
8354,ORD,LAX,1743,271,738,400,160
396,ORD,LAX,1743,288,757,380,176
889,ORD,LAX,1743,286,738,400,160
8158,ORD,LAX,1743,296,757,380,176
1142,ORD,LAX,1743,277,321,400,181
7253,ORD,LAX,1743,287,321,400,181
9078,ORD,LAX,1743,276,738,400,160
8988,ORD,JFK,739,117,738,400,160
492,ORD,JFK,739,121,738,400,160
6784,ORD,JFK,739,120,321,400,181
8495,ORD,JFK,739,119,757,380,176
4453,ORD,JFK,739,126,757,380,176
4689,ORD,JFK,739,122,757,380,176
5297,ORD,JFK,739,122,757,380,176
3498,ORD,JFK,739,124,757,380,176
1145,ORD,JFK,739,121,738,400,160
8739,ORD,JFK,739,120,321,400,181
7487,ORD,JFK,739,121,738,400,160
3629,ORD,JFK,739,120,738,400,160
2913,ORD,DFW,802,120,321,400,181
2048,ORD,DFW,802,124,738,400,160
9124,ORD,DFW,802,126,757,380,176
3057,ORD,DFW,802,129,757,380,176
6916,ORD,DFW,802,131,757,380,176
4778,ORD,DFW,802,131,757,380,176
6662,ORD,DFW,802,136,757,380,176
2908,ORD,DFW,802,124,321,400,181
4866,ORD,DFW,802,130,321,400,181
1366,ORD,DFW,802,127,321,400,181
4613,ORD,DFW,802,122,738,400,160
8752,ORD,DFW,802,122,738,400,160
1003,ORD,DFW,802,130,757,380,176
2958,DFW,ORD,802,128,321,400,181
3992,DFW,ORD,802,126,738,400,160
930,DFW,ORD,802,122,321,400,181
2295,DFW,ORD,802,138,757,380,176
2549,DFW,ORD,802,129,738,400,160
9168,DFW,ORD,802,137,757,380,176
9712,DFW,ORD,802,129,757,380,176
4542,DFW,ORD,802,124,321,400,181
2191,DFW,ORD,802,132,757,380,176
7288,DFW,ORD,802,130,738,400,160
4043,DFW,ORD,802,136,757,380,176
6336,DFW,ORD,802,121,738,400,160
7954,DFW,ORD,802,134,757,380,176
3640,DFW,ORD,802,124,738,400,160
6200,DFW,LAX,1234,208,757,380,176
7851,DFW,LAX,1234,203,757,380,176
8601,DFW,LAX,1234,186,321,400,181
2838,DFW,LAX,1234,186,321,400,181
1360,DFW,LAX,1234,200,321,400,181
8798,DFW,LAX,1234,199,757,380,176
9719,DFW,LAX,1234,199,321,400,181
5573,DFW,LAX,1234,208,757,380,176
8236,DFW,LAX,1234,197,757,380,176
8117,DFW,LAX,1234,186,321,400,181
2265,DFW,LAX,1234,198,321,400,181
6147,DFW,LAX,1234,197,757,380,176
4079,DFW,LAX,1234,189,738,400,160
6142,DFW,LAX,1234,193,738,400,160
1719,DFW,LAX,1234,205,757,380,176
3270,DFW,JFK,1390,230,757,380,176
394,DFW,JFK,1390,210,321,400,181
7162,DFW,JFK,1390,224,757,380,176
1083,DFW,JFK,1390,221,738,400,160
4677,DFW,JFK,1390,218,738,400,160
6165,DFW,JFK,1390,223,738,400,160
8001,DFW,JFK,1390,211,738,400,160
2301,JFK,ORD,739,117,757,380,176
1902,JFK,ORD,739,125,757,380,176
8497,JFK,ORD,739,113,321,400,181
759,JFK,ORD,739,114,321,400,181
6044,JFK,ORD,739,122,757,380,176
4408,JFK,ORD,739,125,757,380,176
7156,JFK,ORD,739,119,738,400,160
6922,JFK,ORD,739,115,738,400,160
3346,JFK,ORD,739,121,321,400,181
9767,JFK,ORD,739,118,757,380,176
4233,JFK,ORD,739,115,738,400,160
7835,JFK,ORD,739,114,321,400,181
58,JFK,ORD,739,117,738,400,160
1179,JFK,ORD,739,112,321,400,181
6589,JFK,ORD,739,112,321,400,181
3637,JFK,ORD,739,117,321,400,181
6018,JFK,LAX,2472,390,738,400,160
8889,JFK,LAX,2472,400,738,400,160
6678,JFK,LAX,2472,394,321,400,181
3916,JFK,LAX,2472,381,321,400,181
2633,JFK,LAX,2472,389,321,400,181
7297,JFK,LAX,2472,394,738,400,160
892,JFK,LAX,2472,405,738,400,160
4931,JFK,LAX,2472,404,321,400,181
5916,JFK,LAX,2472,395,321,400,181
3629,JFK,LAX,2472,373,321,400,181
470,JFK,LAX,2472,391,738,400,160
9280,JFK,DFW,1390,217,738,400,160
3100,JFK,DFW,1390,238,757,380,176
9276,JFK,DFW,1390,219,321,400,181
1441,JFK,DFW,1390,241,757,380,176
9207,JFK,DFW,1390,220,321,400,181
7349,JFK,DFW,1390,228,321,400,181
413,JFK,DFW,1390,232,757,380,176
3469,JFK,DFW,1390,220,757,380,176
1244,JFK,DFW,1390,211,321,400,181
6881,JFK,DFW,1390,219,321,400,181
6701,JFK,DFW,1390,234,757,380,176
9218,JFK,DFW,1390,228,738,400,160
1544,JFK,DFW,1390,221,321,400,181
5397,LAX,ORD,1743,281,738,400,160
951,LAX,ORD,1743,271,738,400,160
3322,LAX,ORD,1743,262,321,400,181
6498,LAX,ORD,1743,284,738,400,160
4979,LAX,ORD,1743,281,738,400,160
9079,LAX,ORD,1743,275,738,400,160
487,LAX,ORD,1743,274,738,400,160
6577,LAX,ORD,1743,279,757,380,176
2790,LAX,ORD,1743,281,738,400,160
6636,LAX,ORD,1743,295,757,380,176
339,LAX,ORD,1743,264,738,400,160
9299,LAX,JFK,2472,405,321,400,181
2838,LAX,JFK,2472,381,321,400,181
7890,LAX,JFK,2472,422,757,380,176
6016,LAX,JFK,2472,416,757,380,176
1433,LAX,JFK,2472,387,321,400,181
911,LAX,JFK,2472,412,757,380,176
6173,LAX,JFK,2472,403,738,400,160
8930,LAX,JFK,2472,399,321,400,181
4052,LAX,DFW,1234,185,321,400,181
5160,LAX,DFW,1234,190,321,400,181
3622,LAX,DFW,1234,191,738,400,160
226,LAX,DFW,1234,198,321,400,181
7142,LAX,DFW,1234,202,321,400,181
4066,LAX,DFW,1234,207,757,380,176
9319,LAX,DFW,1234,194,738,400,160
6895,LAX,DFW,1234,210,757,380,176
2909,LAX,DFW,1234,213,757,380,176
9520,LAX,DFW,1234,202,738,400,160
5777,LAX,DFW,1234,186,738,400,160
400,LAX,DFW,1234,198,757,380,176
8004,ORD,LAX,1743,282,321,400,181
3142,ORD,LAX,1743,281,757,380,176
8078,ORD,LAX,1743,279,738,400,160
5615,ORD,LAX,1743,262,321,400,181
6159,ORD,LAX,1743,263,738,400,160
2461,ORD,LAX,1743,280,757,380,176
577,ORD,LAX,1743,296,757,380,176
4647,ORD,LAX,1743,286,738,400,160
220,ORD,LAX,1743,263,738,400,160
426,ORD,LAX,1743,275,738,400,160
6735,ORD,LAX,1743,272,738,400,160
5334,ORD,JFK,739,122,757,380,176
4091,ORD,JFK,739,121,738,400,160
18,ORD,JFK,739,123,757,380,176
8361,ORD,JFK,739,125,757,380,176
7719,ORD,JFK,739,111,321,400,181
5390,ORD,JFK,739,114,738,400,160
4479,ORD,JFK,739,118,738,400,160
7173,ORD,JFK,739,119,757,380,176
6993,ORD,JFK,739,126,757,380,176
6174,ORD,JFK,739,128,757,380,176
8348,ORD,JFK,739,117,738,400,160
877,ORD,JFK,739,121,738,400,160
3332,ORD,DFW,802,124,738,400,160
5848,ORD,DFW,802,122,321,400,181
4252,ORD,DFW,802,130,738,400,160
4429,ORD,DFW,802,131,738,400,160
1017,ORD,DFW,802,121,738,400,160
6278,ORD,DFW,802,123,321,400,181
6468,DFW,ORD,802,133,757,380,176
521,DFW,ORD,802,130,757,380,176
3843,DFW,ORD,802,131,757,380,176
6704,DFW,ORD,802,137,757,380,176
1059,DFW,ORD,802,128,757,380,176
8620,DFW,ORD,802,122,738,400,160
7467,DFW,ORD,802,120,321,400,181
3539,DFW,ORD,802,122,738,400,160
9672,DFW,ORD,802,127,738,400,160
6613,DFW,ORD,802,129,321,400,181
5802,DFW,ORD,802,127,738,400,160
9246,DFW,ORD,802,131,321,400,181
3855,DFW,LAX,1234,186,321,400,181
2683,DFW,LAX,1234,194,321,400,181
1342,DFW,LAX,1234,208,757,380,176
2751,DFW,LAX,1234,186,738,400,160
6432,DFW,LAX,1234,196,321,400,181
9761,DFW,LAX,1234,203,738,400,160
162,DFW,LAX,1234,203,738,400,160
4576,DFW,LAX,1234,210,757,380,176
269,DFW,LAX,1234,203,738,400,160
8204,DFW,LAX,1234,197,321,400,181
4825,DFW,JFK,1390,218,738,400,160
9968,DFW,JFK,1390,233,757,380,176
6900,DFW,JFK,1390,229,757,380,176
6580,DFW,JFK,1390,228,757,380,176
3013,DFW,JFK,1390,224,738,400,160
1529,DFW,JFK,1390,240,757,380,176
7198,DFW,JFK,1390,228,757,380,176
16,DFW,JFK,1390,218,738,400,160
5417,DFW,JFK,1390,223,738,400,160
2866,DFW,JFK,1390,232,757,380,176
7344,DFW,JFK,1390,215,738,400,160
1557,DFW,JFK,1390,237,757,380,176
9992,DFW,JFK,1390,209,738,400,160
6833,DFW,JFK,1390,220,738,400,160
1038,DFW,JFK,1390,218,321,400,181
5225,JFK,ORD,739,116,321,400,181
9659,JFK,ORD,739,112,321,400,181
765,JFK,ORD,739,122,757,380,176
7169,JFK,ORD,739,123,757,380,176
3554,JFK,ORD,739,122,757,380,176
3752,JFK,ORD,739,128,757,380,176
2635,JFK,ORD,739,122,757,380,176
1603,JFK,ORD,739,121,738,400,160
2219,JFK,LAX,2472,406,738,400,160
8032,JFK,LAX,2472,422,757,380,176
1785,JFK,LAX,2472,391,321,400,181
909,JFK,LAX,2472,386,738,400,160
6189,JFK,LAX,2472,378,321,400,181
9887,JFK,LAX,2472,388,738,400,160
5875,JFK,LAX,2472,374,738,400,160
5429,JFK,LAX,2472,394,738,400,160
2148,JFK,LAX,2472,378,738,400,160
8257,JFK,LAX,2472,396,321,400,181
4318,JFK,LAX,2472,389,321,400,181
6479,JFK,LAX,2472,396,321,400,181
3552,JFK,LAX,2472,372,738,400,160
3153,JFK,DFW,1390,214,738,400,160
3907,JFK,DFW,1390,231,757,380,176
8628,JFK,DFW,1390,231,757,380,176
6625,JFK,DFW,1390,224,757,380,176
9063,JFK,DFW,1390,211,321,400,181
9556,JFK,DFW,1390,240,757,380,176
75,JFK,DFW,1390,210,738,400,160
1994,JFK,DFW,1390,228,738,400,160
1525,LAX,ORD,1743,288,757,380,176
3876,LAX,ORD,1743,296,757,380,176
6824,LAX,ORD,1743,279,757,380,176
4913,LAX,ORD,1743,278,757,380,176
9525,LAX,ORD,1743,267,738,400,160
9820,LAX,ORD,1743,274,321,400,181
2500,LAX,ORD,1743,276,738,400,160
3707,LAX,ORD,1743,277,321,400,181
3331,LAX,ORD,1743,265,321,400,181
501,LAX,ORD,1743,269,738,400,160
5233,LAX,JFK,2472,370,321,400,181
6169,LAX,JFK,2472,412,757,380,176
9554,LAX,JFK,2472,374,738,400,160
4712,LAX,JFK,2472,407,738,400,160
1298,LAX,JFK,2472,403,757,380,176
9570,LAX,JFK,2472,419,757,380,176
6897,LAX,JFK,2472,428,757,380,176
1558,LAX,JFK,2472,393,738,400,160
8143,LAX,JFK,2472,395,738,400,160
1118,LAX,DFW,1234,200,757,380,176
256,LAX,DFW,1234,200,321,400,181
4249,LAX,DFW,1234,193,321,400,181
2806,LAX,DFW,1234,205,757,380,176
6908,LAX,DFW,1234,210,757,380,176
4449,LAX,DFW,1234,202,757,380,176
9601,LAX,DFW,1234,213,757,380,176
9316,LAX,DFW,1234,212,757,380,176
1518,ORD,LAX,1743,271,321,400,181
5887,ORD,LAX,1743,290,757,380,176
3532,ORD,LAX,1743,287,738,400,160
6283,ORD,LAX,1743,264,738,400,160
190,ORD,LAX,1743,266,321,400,181
624,ORD,LAX,1743,287,321,400,181
9566,ORD,LAX,1743,276,321,400,181
5958,ORD,LAX,1743,287,757,380,176
5534,ORD,LAX,1743,272,738,400,160
3364,ORD,LAX,1743,268,738,400,160
4492,ORD,JFK,739,122,757,380,176
4008,ORD,JFK,739,117,757,380,176
9553,ORD,JFK,739,114,321,400,181
4002,ORD,JFK,739,117,321,400,181
3836,ORD,JFK,739,114,321,400,181
6481,ORD,JFK,739,123,757,380,176
1452,ORD,JFK,739,124,757,380,176
761,ORD,JFK,739,117,738,400,160
5644,ORD,JFK,739,116,738,400,160
818,ORD,JFK,739,118,738,400,160
4211,ORD,JFK,739,113,738,400,160
1588,ORD,JFK,739,118,321,400,181
9487,ORD,JFK,739,120,321,400,181
1394,ORD,JFK,739,115,738,400,160
6057,ORD,JFK,739,118,738,400,160
8580,ORD,DFW,802,133,757,380,176
7270,ORD,DFW,802,121,321,400,181
4194,ORD,DFW,802,131,757,380,176
8335,ORD,DFW,802,121,321,400,181
5238,ORD,DFW,802,133,757,380,176
5319,ORD,DFW,802,131,321,400,181
2702,ORD,DFW,802,128,757,380,176
8172,ORD,DFW,802,130,321,400,181
6940,ORD,DFW,802,123,738,400,160
9268,ORD,DFW,802,125,738,400,160
2372,ORD,DFW,802,136,757,380,176
3417,ORD,DFW,802,130,321,400,181
4200,ORD,DFW,802,132,757,380,176
6101,ORD,DFW,802,136,757,380,176
5601,ORD,DFW,802,131,321,400,181
7823,ORD,DFW,802,135,757,380,176
6468,DFW,ORD,802,133,757,380,176
521,DFW,ORD,802,130,757,380,176
3843,DFW,ORD,802,131,757,380,176
6704,DFW,ORD,802,137,757,380,176
1059,DFW,ORD,802,128,757,380,176
8620,DFW,ORD,802,122,738,400,160
7467,DFW,ORD,802,120,321,400,181
3539,DFW,ORD,802,122,738,400,160
9672,DFW,ORD,802,127,738,400,160
6613,DFW,ORD,802,129,321,400,181
5802,DFW,ORD,802,127,738,400,160
9246,DFW,ORD,802,131,321,400,181
3855,DFW,LAX,1234,186,321,400,181
2683,DFW,LAX,1234,194,321,400,181
1342,DFW,LAX,1234,208,757,380,176
2751,DFW,LAX,1234,186,738,400,160
6432,DFW,LAX,1234,196,321,400,181
9761,DFW,LAX,1234,203,738,400,160
162,DFW,LAX,1234,203,738,400,160
4576,DFW,LAX,1234,210,757,380,176
269,DFW,LAX,1234,203,738,400,160
8204,DFW,LAX,1234,197,321,400,181
4825,DFW,JFK,1390,218,738,400,160
9968,DFW,JFK,1390,233,757,380,176
